"Molecule ChEMBL ID"	"Molecule Name"	"Molecule Max Phase"	"Molecular Weight"	"#RO5 Violations"	"AlogP"	"Compound Key"	"Smiles"	"Standard Type"	"Standard Relation"	"Standard Value"	"Standard Units"	"pChEMBL Value"	"Data Validity Comment"	"Comment"	"Uo Units"	"Ligand Efficiency BEI"	"Ligand Efficiency LE"	"Ligand Efficiency LLE"	"Ligand Efficiency SEI"	"Potential Duplicate"	"Assay ChEMBL ID"	"Assay Description"	"Assay Type"	"BAO Format ID"	"BAO Label"	"Assay Organism"	"Assay Tissue ChEMBL ID"	"Assay Tissue Name"	"Assay Cell Type"	"Assay Subcellular Fraction"	"Assay Parameters"	"Assay Variant Accession"	"Assay Variant Mutation"	"Target ChEMBL ID"	"Target Name"	"Target Organism"	"Target Type"	"Document ChEMBL ID"	"Source ID"	"Source Description"	"Document Journal"	"Document Year"	"Cell ChEMBL ID"	"Properties"	"Action Type"	"Standard Text Value"	"Value"
"CHEMBL5996935"	""	"None"	"414.29"	"0"	"1.29"	"BDBM350275"	"O=C(O)CNC(=O)c1c(O)c2c(n(-c3ccc(OC(F)(F)F)cc3)c1=O)COC2"	"IC50"	"'='"	"13.4"	"nM"	"7.87"	""	"692711"	"UO_0000065"	"19.00"	"0.37"	"6.58"	"6.19"	"0"	"CHEMBL5732868"	"Biological Assays: To each well of a 384-well plate, 1 μL of test compounds in DMSO (final concentration ranging from 0.3 nM to 10 uM) were added into 20 μl of assay buffer (50 mM Tris pH 7.4/0.01% Tween-20/0.1 mg/ml bovine serum albumin/10 μM ferrous sulfate/1 mM sodium ascorbate/20 μg/ml catalase) containing 0.15 μg/ml FLAG-tagged full length PHD2 expressed in and purified from baculovirus-infected Sf9 cells. After a 5 min preincubation at room temperature, the enzymatic reactions were initiated by the addition of 4 μL of substrates {final concentrations of 0.2 μM 2-oxoglutarate and 0.5 μM HIF-1α peptide biotinyl-DLDLEMLAPYIPMDDDFQL (SEQ ID NO:1)}. After incubation for 45 minutes at room temperature, the reactions were terminated by the addition of a 25 μL quench/detection mix to a final concentration of 1 mM ortho-phenanthroline, 0.1 mM EDTA, 0.5 nM anti-(His)6 LANCE reagent (Perkin-Elmer Life Sciences), 100 nM AF647-labeled streptavidin (Invitrogen), and 2 μg/ml (His)6-VHL complex {S. Tan Protein Expr. Purif. 21, 224-234 (2001)} and the signals were developed for 30 minutes at room temperature. The ratio of time resolved fluorescence signals at 665 and 620 nm was determined, and percent inhibition was calculated relative to the high control samples (DMSO treated) run in parallel, after background subtraction."	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL5726531"	"37"	"BindingDB Patent Bioactivity Data"	""	"2019"	"None"	""	""	""	"13.4"
"CHEMBL5956185"	""	"None"	"344.32"	"0"	"0.70"	"BDBM350277"	"Cc1ccc(-n2c3c(c(O)c(C(=O)NCC(=O)O)c2=O)COC3)cc1"	"IC50"	"'='"	"10.0"	"nM"	"8.00"	""	"692713"	"UO_0000065"	"23.23"	"0.44"	"7.30"	"6.79"	"0"	"CHEMBL5732868"	"Biological Assays: To each well of a 384-well plate, 1 μL of test compounds in DMSO (final concentration ranging from 0.3 nM to 10 uM) were added into 20 μl of assay buffer (50 mM Tris pH 7.4/0.01% Tween-20/0.1 mg/ml bovine serum albumin/10 μM ferrous sulfate/1 mM sodium ascorbate/20 μg/ml catalase) containing 0.15 μg/ml FLAG-tagged full length PHD2 expressed in and purified from baculovirus-infected Sf9 cells. After a 5 min preincubation at room temperature, the enzymatic reactions were initiated by the addition of 4 μL of substrates {final concentrations of 0.2 μM 2-oxoglutarate and 0.5 μM HIF-1α peptide biotinyl-DLDLEMLAPYIPMDDDFQL (SEQ ID NO:1)}. After incubation for 45 minutes at room temperature, the reactions were terminated by the addition of a 25 μL quench/detection mix to a final concentration of 1 mM ortho-phenanthroline, 0.1 mM EDTA, 0.5 nM anti-(His)6 LANCE reagent (Perkin-Elmer Life Sciences), 100 nM AF647-labeled streptavidin (Invitrogen), and 2 μg/ml (His)6-VHL complex {S. Tan Protein Expr. Purif. 21, 224-234 (2001)} and the signals were developed for 30 minutes at room temperature. The ratio of time resolved fluorescence signals at 665 and 620 nm was determined, and percent inhibition was calculated relative to the high control samples (DMSO treated) run in parallel, after background subtraction."	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL5726531"	"37"	"BindingDB Patent Bioactivity Data"	""	"2019"	"None"	""	""	""	"10.0"
"CHEMBL4164978"	""	"None"	"506.46"	"1"	"3.67"	"BDBM350280"	"O=C(O)CNC(=O)c1c(O)c2c(n(-c3ccc(-c4cccc(OC(F)(F)F)c4)cc3)c1=O)CSC2"	"IC50"	"'='"	"4.1"	"nM"	"8.39"	""	"692716"	"UO_0000065"	"16.56"	"0.33"	"4.72"	"7.12"	"1"	"CHEMBL5732868"	"Biological Assays: To each well of a 384-well plate, 1 μL of test compounds in DMSO (final concentration ranging from 0.3 nM to 10 uM) were added into 20 μl of assay buffer (50 mM Tris pH 7.4/0.01% Tween-20/0.1 mg/ml bovine serum albumin/10 μM ferrous sulfate/1 mM sodium ascorbate/20 μg/ml catalase) containing 0.15 μg/ml FLAG-tagged full length PHD2 expressed in and purified from baculovirus-infected Sf9 cells. After a 5 min preincubation at room temperature, the enzymatic reactions were initiated by the addition of 4 μL of substrates {final concentrations of 0.2 μM 2-oxoglutarate and 0.5 μM HIF-1α peptide biotinyl-DLDLEMLAPYIPMDDDFQL (SEQ ID NO:1)}. After incubation for 45 minutes at room temperature, the reactions were terminated by the addition of a 25 μL quench/detection mix to a final concentration of 1 mM ortho-phenanthroline, 0.1 mM EDTA, 0.5 nM anti-(His)6 LANCE reagent (Perkin-Elmer Life Sciences), 100 nM AF647-labeled streptavidin (Invitrogen), and 2 μg/ml (His)6-VHL complex {S. Tan Protein Expr. Purif. 21, 224-234 (2001)} and the signals were developed for 30 minutes at room temperature. The ratio of time resolved fluorescence signals at 665 and 620 nm was determined, and percent inhibition was calculated relative to the high control samples (DMSO treated) run in parallel, after background subtraction."	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL5726531"	"37"	"BindingDB Patent Bioactivity Data"	""	"2019"	"None"	""	""	""	"4.1"
"CHEMBL3671932"	""	"None"	"367.36"	"0"	"1.35"	"BDBM141614"	"O=C(O)CCNC(=O)c1ncc2ccc(=O)n(Cc3ccccc3)c2c1O"	"IC50"	"'='"	"167000.0"	"nM"	""	"Outside typical range"	"460770"	"UO_0000065"	""	""	""	""	"1"	"CHEMBL5730527"	"HIF-PH Assay: Ketoglutaric acid α-[1-14C]-sodium salt, alpha-ketoglutaric acid sodium salt, and HPLC purified peptide may be obtained from commercial sources, e.g., Perkin-Elmer (Wellesley Mass.), Sigma-Aldrich, and SynPep Corp. (Dublin Calif.), respectively. Peptides for use in the assay may be fragments of HIFα as described above or as disclosed in International Publication WO 2005/118836, incorporated by reference herein. For example, a HIF peptide for use in the HIF-PH assay is [methoxycoumarin]-DLDLEALAPYIPADDDFQL-amide. HIF-PH, e.g., HIF-PH2 (EGLN1), can be expressed in, e.g., insect Hi5 cells, and partially purified, e.g., through a SP ion exchange chromatography column. Enzyme activity is determined by capturing 14CO2 using an assay described by Kivirikko and Myllyla (1982, Methods Enzymol. 82:245-304). Assay reactions contain 50 mM HEPES (pH 7.4), 100 uM α-ketoglutaric acid sodium salt, 0.30 uCi/mL ketoglutaric acid α-[1-14C]-sodium salt, 40 uM FeSO4, 1 mM ascorbate, 1541.8 units/mL Catalase, with or without 50 uM peptide substrate and various concentrations of compound of the disclosure. Reactions are initiated by addition of HIF-PH enzyme."	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL5725311"	"37"	"BindingDB Patent Bioactivity Data"	""	"2017"	"None"	""	""	""	"167000.0"
"CHEMBL6013874"	""	"None"	"468.47"	"0"	"2.89"	"BDBM109428"	"N#Cc1cccc(-c2cc3c(O)c(C(=O)NCCC(=O)O)ncc3n(Cc3ccccc3)c2=O)c1"	"IC50"	"'='"	"15800.0"	"nM"	"4.80"	""	"460838"	"UO_0000065"	"10.25"	"0.19"	"1.91"	"3.30"	"0"	"CHEMBL5730527"	"HIF-PH Assay: Ketoglutaric acid α-[1-14C]-sodium salt, alpha-ketoglutaric acid sodium salt, and HPLC purified peptide may be obtained from commercial sources, e.g., Perkin-Elmer (Wellesley Mass.), Sigma-Aldrich, and SynPep Corp. (Dublin Calif.), respectively. Peptides for use in the assay may be fragments of HIFα as described above or as disclosed in International Publication WO 2005/118836, incorporated by reference herein. For example, a HIF peptide for use in the HIF-PH assay is [methoxycoumarin]-DLDLEALAPYIPADDDFQL-amide. HIF-PH, e.g., HIF-PH2 (EGLN1), can be expressed in, e.g., insect Hi5 cells, and partially purified, e.g., through a SP ion exchange chromatography column. Enzyme activity is determined by capturing 14CO2 using an assay described by Kivirikko and Myllyla (1982, Methods Enzymol. 82:245-304). Assay reactions contain 50 mM HEPES (pH 7.4), 100 uM α-ketoglutaric acid sodium salt, 0.30 uCi/mL ketoglutaric acid α-[1-14C]-sodium salt, 40 uM FeSO4, 1 mM ascorbate, 1541.8 units/mL Catalase, with or without 50 uM peptide substrate and various concentrations of compound of the disclosure. Reactions are initiated by addition of HIF-PH enzyme."	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL5725311"	"37"	"BindingDB Patent Bioactivity Data"	""	"2017"	"None"	""	""	""	"15800.0"
"CHEMBL6004837"	""	"None"	"525.48"	"1"	"4.13"	"BDBM109549"	"O=C(O)CCNC(=O)c1ncc2c(cc(-c3cccc(CC(F)(F)F)c3)c(=O)n2Cc2ccccc2)c1O"	"IC50"	"'='"	"12300.0"	"nM"	"4.91"	""	"460846"	"UO_0000065"	"9.34"	"0.18"	"0.78"	"4.04"	"0"	"CHEMBL5730527"	"HIF-PH Assay: Ketoglutaric acid α-[1-14C]-sodium salt, alpha-ketoglutaric acid sodium salt, and HPLC purified peptide may be obtained from commercial sources, e.g., Perkin-Elmer (Wellesley Mass.), Sigma-Aldrich, and SynPep Corp. (Dublin Calif.), respectively. Peptides for use in the assay may be fragments of HIFα as described above or as disclosed in International Publication WO 2005/118836, incorporated by reference herein. For example, a HIF peptide for use in the HIF-PH assay is [methoxycoumarin]-DLDLEALAPYIPADDDFQL-amide. HIF-PH, e.g., HIF-PH2 (EGLN1), can be expressed in, e.g., insect Hi5 cells, and partially purified, e.g., through a SP ion exchange chromatography column. Enzyme activity is determined by capturing 14CO2 using an assay described by Kivirikko and Myllyla (1982, Methods Enzymol. 82:245-304). Assay reactions contain 50 mM HEPES (pH 7.4), 100 uM α-ketoglutaric acid sodium salt, 0.30 uCi/mL ketoglutaric acid α-[1-14C]-sodium salt, 40 uM FeSO4, 1 mM ascorbate, 1541.8 units/mL Catalase, with or without 50 uM peptide substrate and various concentrations of compound of the disclosure. Reactions are initiated by addition of HIF-PH enzyme."	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL5725311"	"37"	"BindingDB Patent Bioactivity Data"	""	"2017"	"None"	""	""	""	"12300.0"
"CHEMBL3672008"	""	"None"	"528.57"	"1"	"2.86"	"BDBM141691"	"O=C(O)CCNC(=O)c1ncc2c(cc(-c3ccc(N4CCOCC4)cc3)c(=O)n2Cc2ccccc2)c1O"	"IC50"	"'='"	"9000.0"	"nM"	"5.05"	""	"460847"	"UO_0000065"	"9.55"	"0.18"	"2.19"	"3.77"	"1"	"CHEMBL5730527"	"HIF-PH Assay: Ketoglutaric acid α-[1-14C]-sodium salt, alpha-ketoglutaric acid sodium salt, and HPLC purified peptide may be obtained from commercial sources, e.g., Perkin-Elmer (Wellesley Mass.), Sigma-Aldrich, and SynPep Corp. (Dublin Calif.), respectively. Peptides for use in the assay may be fragments of HIFα as described above or as disclosed in International Publication WO 2005/118836, incorporated by reference herein. For example, a HIF peptide for use in the HIF-PH assay is [methoxycoumarin]-DLDLEALAPYIPADDDFQL-amide. HIF-PH, e.g., HIF-PH2 (EGLN1), can be expressed in, e.g., insect Hi5 cells, and partially purified, e.g., through a SP ion exchange chromatography column. Enzyme activity is determined by capturing 14CO2 using an assay described by Kivirikko and Myllyla (1982, Methods Enzymol. 82:245-304). Assay reactions contain 50 mM HEPES (pH 7.4), 100 uM α-ketoglutaric acid sodium salt, 0.30 uCi/mL ketoglutaric acid α-[1-14C]-sodium salt, 40 uM FeSO4, 1 mM ascorbate, 1541.8 units/mL Catalase, with or without 50 uM peptide substrate and various concentrations of compound of the disclosure. Reactions are initiated by addition of HIF-PH enzyme."	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL5725311"	"37"	"BindingDB Patent Bioactivity Data"	""	"2017"	"None"	""	""	""	"9000.0"
"CHEMBL3672000"	""	"None"	"473.49"	"0"	"3.03"	"BDBM141683"	"COc1ccc(-c2cc3c(O)c(C(=O)NCCC(=O)O)ncc3n(Cc3ccccc3)c2=O)cc1"	"IC50"	"'='"	"12600.0"	"nM"	"4.90"	""	"460850"	"UO_0000065"	"10.35"	"0.19"	"1.87"	"3.75"	"0"	"CHEMBL5730527"	"HIF-PH Assay: Ketoglutaric acid α-[1-14C]-sodium salt, alpha-ketoglutaric acid sodium salt, and HPLC purified peptide may be obtained from commercial sources, e.g., Perkin-Elmer (Wellesley Mass.), Sigma-Aldrich, and SynPep Corp. (Dublin Calif.), respectively. Peptides for use in the assay may be fragments of HIFα as described above or as disclosed in International Publication WO 2005/118836, incorporated by reference herein. For example, a HIF peptide for use in the HIF-PH assay is [methoxycoumarin]-DLDLEALAPYIPADDDFQL-amide. HIF-PH, e.g., HIF-PH2 (EGLN1), can be expressed in, e.g., insect Hi5 cells, and partially purified, e.g., through a SP ion exchange chromatography column. Enzyme activity is determined by capturing 14CO2 using an assay described by Kivirikko and Myllyla (1982, Methods Enzymol. 82:245-304). Assay reactions contain 50 mM HEPES (pH 7.4), 100 uM α-ketoglutaric acid sodium salt, 0.30 uCi/mL ketoglutaric acid α-[1-14C]-sodium salt, 40 uM FeSO4, 1 mM ascorbate, 1541.8 units/mL Catalase, with or without 50 uM peptide substrate and various concentrations of compound of the disclosure. Reactions are initiated by addition of HIF-PH enzyme."	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL5725311"	"37"	"BindingDB Patent Bioactivity Data"	""	"2017"	"None"	""	""	""	"12600.0"
"CHEMBL5781273"	""	"None"	"463.93"	"1"	"5.34"	"BDBM373612"	"O=C(O)c1cnn(-c2nc(N3CCCCCC3)c3cc(Oc4ccc(Cl)cc4)ccc3n2)c1"	"IC50"	"'='"	"31.6"	"nM"	"7.50"	""	"742401"	"UO_0000065"	"16.17"	"0.31"	"2.16"	"8.03"	"0"	"CHEMBL5733350"	"PHD enzymatic assay: The PHD enzymatic assay was performed in 0.5 ml of reaction mixture containing the following: purified PHD2181-417 polypeptide (3 μg), synthetic HIF-1α peptide comprising residues [KNPFSTGDTDLDLEMLAPYIPMDDDFQLRSFDQLS] (10 μM, California Peptide Research Inc., Napa, Calif.), and [5-14C]-2-oxoglutaric acid (50 mCi/mmol, Moravek Chemicals, Brea, Calif.) in reaction buffer (40 mM Tris-HCl, pH 7.5, 0.4 mg/ml catalase, 0.5 mM DTT, 1 mM ascorbate) for 10 minutes. Compounds were pre-incubated for 30 min before starting the reaction (all test compounds were dissolved at 10 mM in 100% DMSO (w/v) and were tested with final compound concentrations at 100 μM in 1% DMSO (w/v)). The reaction was stopped by addition of 50 μl of 70 mM H3PO4 and 50 μl of 500 mM NaH2PO4, pH 3.2. Detection of [14C]-succinic acid was achieved by separating from [5-14C]-2-oxoglutaric acid by incubating the reaction mixture with 100 μl of 0.16 M DNP prepared in 30% perchloric acid. Next, 50 μl of unlabeled 20 mM 2-oxoglutaric acid/20 mM succinic acid, serving as carrier for the radioactivity, was added to the mixture, and was allowed to proceed for 30 minutes at room temperature. The reaction was then incubated with 50 μl of 1 M 2-oxoglutaric acid for 30 additional minutes at room temperature to precipitate the excess DNP. The reaction was then centrifuged at 2800×g for 10 minutes at room temperature to separate [14C]-succinic acid in the supernatant from the precipitated [14C]-dinitrophenylhydrazone. Fractions of the supernatant (400 μI) were counted using a beta counter (Beckman Coulter, Fullerton, Calif.). Inhibition of PHD2181-417 activity was measured as a decrease in succinic acid production. The IC50 values were estimated by fitting the data to a three-parameter logistic function using GraphPad Prism, version 4.02 (Graph Pad Software, San Diego, Calif.)."	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL5726796"	"37"	"BindingDB Patent Bioactivity Data"	""	"2019"	"None"	""	""	""	"31.6"
"CHEMBL5928771"	""	"None"	"399.45"	"0"	"4.17"	"BDBM373636"	"O=C(O)c1cnn(-c2nc(N3CCCCC3)c3ccc(-c4ccccc4)cc3n2)c1"	"IC50"	"'='"	"794.0"	"nM"	"6.10"	""	"742417"	"UO_0000065"	"15.27"	"0.28"	"1.93"	"7.25"	"0"	"CHEMBL5733350"	"PHD enzymatic assay: The PHD enzymatic assay was performed in 0.5 ml of reaction mixture containing the following: purified PHD2181-417 polypeptide (3 μg), synthetic HIF-1α peptide comprising residues [KNPFSTGDTDLDLEMLAPYIPMDDDFQLRSFDQLS] (10 μM, California Peptide Research Inc., Napa, Calif.), and [5-14C]-2-oxoglutaric acid (50 mCi/mmol, Moravek Chemicals, Brea, Calif.) in reaction buffer (40 mM Tris-HCl, pH 7.5, 0.4 mg/ml catalase, 0.5 mM DTT, 1 mM ascorbate) for 10 minutes. Compounds were pre-incubated for 30 min before starting the reaction (all test compounds were dissolved at 10 mM in 100% DMSO (w/v) and were tested with final compound concentrations at 100 μM in 1% DMSO (w/v)). The reaction was stopped by addition of 50 μl of 70 mM H3PO4 and 50 μl of 500 mM NaH2PO4, pH 3.2. Detection of [14C]-succinic acid was achieved by separating from [5-14C]-2-oxoglutaric acid by incubating the reaction mixture with 100 μl of 0.16 M DNP prepared in 30% perchloric acid. Next, 50 μl of unlabeled 20 mM 2-oxoglutaric acid/20 mM succinic acid, serving as carrier for the radioactivity, was added to the mixture, and was allowed to proceed for 30 minutes at room temperature. The reaction was then incubated with 50 μl of 1 M 2-oxoglutaric acid for 30 additional minutes at room temperature to precipitate the excess DNP. The reaction was then centrifuged at 2800×g for 10 minutes at room temperature to separate [14C]-succinic acid in the supernatant from the precipitated [14C]-dinitrophenylhydrazone. Fractions of the supernatant (400 μI) were counted using a beta counter (Beckman Coulter, Fullerton, Calif.). Inhibition of PHD2181-417 activity was measured as a decrease in succinic acid production. The IC50 values were estimated by fitting the data to a three-parameter logistic function using GraphPad Prism, version 4.02 (Graph Pad Software, San Diego, Calif.)."	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL5726796"	"37"	"BindingDB Patent Bioactivity Data"	""	"2019"	"None"	""	""	""	"794.0"
"CHEMBL5852650"	""	"None"	"441.46"	"0"	"3.20"	"BDBM373657"	"O=C(O)c1cnn(-c2nc(N3CCOCC3)c3cc(OC4CCCCC4)c(F)cc3n2)c1"	"IC50"	"'='"	"251.0"	"nM"	"6.60"	""	"742435"	"UO_0000065"	"14.95"	"0.28"	"3.40"	"6.43"	"0"	"CHEMBL5733350"	"PHD enzymatic assay: The PHD enzymatic assay was performed in 0.5 ml of reaction mixture containing the following: purified PHD2181-417 polypeptide (3 μg), synthetic HIF-1α peptide comprising residues [KNPFSTGDTDLDLEMLAPYIPMDDDFQLRSFDQLS] (10 μM, California Peptide Research Inc., Napa, Calif.), and [5-14C]-2-oxoglutaric acid (50 mCi/mmol, Moravek Chemicals, Brea, Calif.) in reaction buffer (40 mM Tris-HCl, pH 7.5, 0.4 mg/ml catalase, 0.5 mM DTT, 1 mM ascorbate) for 10 minutes. Compounds were pre-incubated for 30 min before starting the reaction (all test compounds were dissolved at 10 mM in 100% DMSO (w/v) and were tested with final compound concentrations at 100 μM in 1% DMSO (w/v)). The reaction was stopped by addition of 50 μl of 70 mM H3PO4 and 50 μl of 500 mM NaH2PO4, pH 3.2. Detection of [14C]-succinic acid was achieved by separating from [5-14C]-2-oxoglutaric acid by incubating the reaction mixture with 100 μl of 0.16 M DNP prepared in 30% perchloric acid. Next, 50 μl of unlabeled 20 mM 2-oxoglutaric acid/20 mM succinic acid, serving as carrier for the radioactivity, was added to the mixture, and was allowed to proceed for 30 minutes at room temperature. The reaction was then incubated with 50 μl of 1 M 2-oxoglutaric acid for 30 additional minutes at room temperature to precipitate the excess DNP. The reaction was then centrifuged at 2800×g for 10 minutes at room temperature to separate [14C]-succinic acid in the supernatant from the precipitated [14C]-dinitrophenylhydrazone. Fractions of the supernatant (400 μI) were counted using a beta counter (Beckman Coulter, Fullerton, Calif.). Inhibition of PHD2181-417 activity was measured as a decrease in succinic acid production. The IC50 values were estimated by fitting the data to a three-parameter logistic function using GraphPad Prism, version 4.02 (Graph Pad Software, San Diego, Calif.)."	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL5726796"	"37"	"BindingDB Patent Bioactivity Data"	""	"2019"	"None"	""	""	""	"251.0"
"CHEMBL5872224"	""	"None"	"385.43"	"0"	"3.78"	"BDBM373586"	"O=C(O)c1cnn(-c2nc(N3CCCC3)c3cc(-c4ccccc4)ccc3n2)c1"	"IC50"	"'='"	"50.1"	"nM"	"7.30"	""	"742378"	"UO_0000065"	"18.94"	"0.34"	"3.52"	"8.68"	"0"	"CHEMBL5733350"	"PHD enzymatic assay: The PHD enzymatic assay was performed in 0.5 ml of reaction mixture containing the following: purified PHD2181-417 polypeptide (3 μg), synthetic HIF-1α peptide comprising residues [KNPFSTGDTDLDLEMLAPYIPMDDDFQLRSFDQLS] (10 μM, California Peptide Research Inc., Napa, Calif.), and [5-14C]-2-oxoglutaric acid (50 mCi/mmol, Moravek Chemicals, Brea, Calif.) in reaction buffer (40 mM Tris-HCl, pH 7.5, 0.4 mg/ml catalase, 0.5 mM DTT, 1 mM ascorbate) for 10 minutes. Compounds were pre-incubated for 30 min before starting the reaction (all test compounds were dissolved at 10 mM in 100% DMSO (w/v) and were tested with final compound concentrations at 100 μM in 1% DMSO (w/v)). The reaction was stopped by addition of 50 μl of 70 mM H3PO4 and 50 μl of 500 mM NaH2PO4, pH 3.2. Detection of [14C]-succinic acid was achieved by separating from [5-14C]-2-oxoglutaric acid by incubating the reaction mixture with 100 μl of 0.16 M DNP prepared in 30% perchloric acid. Next, 50 μl of unlabeled 20 mM 2-oxoglutaric acid/20 mM succinic acid, serving as carrier for the radioactivity, was added to the mixture, and was allowed to proceed for 30 minutes at room temperature. The reaction was then incubated with 50 μl of 1 M 2-oxoglutaric acid for 30 additional minutes at room temperature to precipitate the excess DNP. The reaction was then centrifuged at 2800×g for 10 minutes at room temperature to separate [14C]-succinic acid in the supernatant from the precipitated [14C]-dinitrophenylhydrazone. Fractions of the supernatant (400 μI) were counted using a beta counter (Beckman Coulter, Fullerton, Calif.). Inhibition of PHD2181-417 activity was measured as a decrease in succinic acid production. The IC50 values were estimated by fitting the data to a three-parameter logistic function using GraphPad Prism, version 4.02 (Graph Pad Software, San Diego, Calif.)."	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL5726796"	"37"	"BindingDB Patent Bioactivity Data"	""	"2019"	"None"	""	""	""	"50.1"
"CHEMBL6024109"	""	"None"	"428.50"	"0"	"3.32"	"BDBM373602"	"CN1CCCN(c2nc(-n3cc(C(=O)O)cn3)nc3ccc(-c4ccccc4)cc23)CC1"	"IC50"	"'='"	"398.0"	"nM"	"6.40"	""	"742392"	"UO_0000065"	"14.94"	"0.27"	"3.08"	"7.32"	"0"	"CHEMBL5733350"	"PHD enzymatic assay: The PHD enzymatic assay was performed in 0.5 ml of reaction mixture containing the following: purified PHD2181-417 polypeptide (3 μg), synthetic HIF-1α peptide comprising residues [KNPFSTGDTDLDLEMLAPYIPMDDDFQLRSFDQLS] (10 μM, California Peptide Research Inc., Napa, Calif.), and [5-14C]-2-oxoglutaric acid (50 mCi/mmol, Moravek Chemicals, Brea, Calif.) in reaction buffer (40 mM Tris-HCl, pH 7.5, 0.4 mg/ml catalase, 0.5 mM DTT, 1 mM ascorbate) for 10 minutes. Compounds were pre-incubated for 30 min before starting the reaction (all test compounds were dissolved at 10 mM in 100% DMSO (w/v) and were tested with final compound concentrations at 100 μM in 1% DMSO (w/v)). The reaction was stopped by addition of 50 μl of 70 mM H3PO4 and 50 μl of 500 mM NaH2PO4, pH 3.2. Detection of [14C]-succinic acid was achieved by separating from [5-14C]-2-oxoglutaric acid by incubating the reaction mixture with 100 μl of 0.16 M DNP prepared in 30% perchloric acid. Next, 50 μl of unlabeled 20 mM 2-oxoglutaric acid/20 mM succinic acid, serving as carrier for the radioactivity, was added to the mixture, and was allowed to proceed for 30 minutes at room temperature. The reaction was then incubated with 50 μl of 1 M 2-oxoglutaric acid for 30 additional minutes at room temperature to precipitate the excess DNP. The reaction was then centrifuged at 2800×g for 10 minutes at room temperature to separate [14C]-succinic acid in the supernatant from the precipitated [14C]-dinitrophenylhydrazone. Fractions of the supernatant (400 μI) were counted using a beta counter (Beckman Coulter, Fullerton, Calif.). Inhibition of PHD2181-417 activity was measured as a decrease in succinic acid production. The IC50 values were estimated by fitting the data to a three-parameter logistic function using GraphPad Prism, version 4.02 (Graph Pad Software, San Diego, Calif.)."	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL5697"	"Egl nine homolog 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL5726796"	"37"	"BindingDB Patent Bioactivity Data"	""	"2019"	"None"	""	""	""	"398.0"
